股票代號,股票名稱,收盤價,月平均價
"03154P","長榮元大23售30","1.34","1.53"
"031550","日月光法興26購01","","1.47"
"031551","新唐法興28購01","1.56","1.63"
"031552","啟碁法興28購01","","1.16"
"031553","南電第一2C購02","0.63","0.63"
"031554","A50正2國票27購02","1.66","1.66"
"031556","廣宇國票27購01","","2.34"
"031558","長榮國票27購01","","1.53"
"031559","漢翔國票27購02","","2.32"
"03155P","長榮元大25售12","1.73","1.94"
"031560","潤泰全國票27購01","1.77","2.05"
"031561","欣興國票27購01","0.92","1.09"
"031562","景碩國票27購01","0.69","0.84"
"031563","揚明光國票27購02","0.86","0.91"
"031564","拓凱國票27購01","","1.81"
"031565","樺漢國票27購01","1.38","1.65"
"031566","晶碩國票27購01","","2.87"
"031567","穎崴國票27購01","1.05","1.29"
"03156P","台驊控元大26售01","0.82","0.83"
"031571","台塑永豐26購01","1.00","1.07"
"031572","廣宇永豐26購02","1.06","1.12"
"031573","光罩永豐27購03","1.03","1.04"
"031574","長榮永豐27購02","1.34","1.15"
"031575","漢翔永豐27購01","","0.98"
"031576","矽力元富26購01","1.34","1.65"
"031577","世紀鋼元富29購01","0.76","0.88"
"031578","鴻海麥證26購03","1.64","1.65"
"03157P","兆豐金元大23售02","1.26","1.26"
"031580","南亞科中信26購01","0.85","1.00"
"031581","新光金中信26購01","0.77","0.74"
"031582","新光金中信29購01","","0.76"
"031583","大立光中信28購01","0.76","0.72"
"031584","大立光中信29購01","0.84","0.84"
"031585","貿聯中信27購01","0.62","0.82"
"031586","晶碩中信27購01","0.54","0.53"
"031588","宏達電國泰28購01","1.26","1.46"
"031589","王品國泰28購02","1.02","1.04"
"03158P","世芯元大23售11","1.33","1.37"
"031590","道瓊銀凱基2A購03","2.17","2.17"
"031592","中興電凱基27購03","1.99","1.97"
"031593","中砂凱基26購03","0.73","0.90"
"031594","鴻海凱基29購03","0.79","0.79"
"031595","燿華凱基27購01","","0.95"
"031596","宏達電凱基2B購02","","1.76"
"031597","長榮航凱基26購04","","1.67"
"031598","美食凱基27購01","1.10","1.24"
"031599","八方凱基27購01","0.50","0.65"
"03159P","正文元大26售01","1.21","1.16"
"031600","富邦金凱基26購04","0.93","0.98"
"031601","大立光凱基26購05","2.26","2.30"
"031602","智原凱基27購02","1.07","1.15"
"031603","欣興凱基2B購01","1.23","1.43"
"031604","緯創凱基27購01","2.19","1.79"
"031605","世芯凱基27購05","1.41","1.49"
"031606","立積凱基27購04","0.73","0.80"
"031607","力智凱基26購02","","1.18"
"031608","元石油群益26購01","","2.07"
"031609","香港2X群益27購02","","1.46"
"03160P","鈺齊元大23售07","1.71","1.76"
"031611","中砂群益26購01","0.53","0.66"
"031612","廣宇群益26購01","1.02","1.02"
"031613","台積電群益26購07","0.90","0.90"
"031615","聯發科群益26購11","0.82","0.85"
"031616","飛宏群益26購02","1.91","1.79"
"031617","長榮群益26購06","1.25","1.19"
"031618","大立光群益26購04","","1.68"
"031619","威強電群益26購01","0.95","1.06"
"031620","世芯群益26購05","","2.75"
"031621","愛普群益26購07","1.09","1.26"
"031622","晶心科群益26購07","1.96","1.87"
"031623","AES群益28購01","","0.94"
"031624","SGBR2X元大26購06","1.18","1.18"
"031625","台塑元大26購01","1.29","1.44"
"031626","中興電元大26購03","1.81","1.91"
"031627","華新元大2A購08","1.95","2.03"
"031628","華新元大2B購04","1.95","2.07"
"031629","華新元大2C購04","1.82","1.91"
"03162P","華新凱基23售10","0.16","0.18"
"031633","國巨元大26購03","","1.99"
"031634","廣宇元大26購02","1.33","1.39"
"031635","佳世達元大26購01","1.13","1.31"
"031638","聯詠元大26購03","1.88","1.89"
"031639","創意元大26購03","2.89","2.85"
"03163P","華通凱基24售03","0.24","0.24"
"031640","中磊元大26購04","","1.71"
"031641","四維航元大26購02","1.59","1.55"
"031642","晶心科元大26購05","","1.53"
"031643","晶心科元大26購06","1.72","1.72"
"031644","嘉基元大26購01","1.28","1.54"
"031645","富邦媒元大26購01","","1.46"
"031646","裕隆富邦28購02","1.43","1.53"
"031647","聯電富邦29購02","","1.52"
"031649","廣宇富邦28購01","0.65","0.67"
"03164P","微星凱基23售05","0.51","0.64"
"031650","瑞昱富邦28購02","1.00","1.07"
"031651","南亞科富邦29購01","0.94","0.98"
"031652","義隆富邦28購03","","1.11"
"031654","陽明富邦26購01","0.68","0.66"
"031655","美食富邦28購01","0.82","0.86"
"031656","智原富邦27購03","0.72","0.81"
"031658","致伸富邦26購01","1.08","1.15"
"031659","臻鼎富邦27購01","0.54","0.61"
"03165P","可成凱基23售04","0.29","0.29"
"031660","元晶富邦28購01","0.72","0.81"
"031661","晶碩富邦26購01","1.11","1.04"
"031662","寶成富邦28購01","1.03","1.00"
"031663","國巨兆豐26購02","0.99","1.06"
"031664","聯發科兆豐27購03","0.74","0.77"
"031665","大立光兆豐27購01","","1.17"
"031666","景碩兆豐29購02","","0.78"
"031667","玉晶光兆豐29購01","1.15","1.16"
"031668","世紀鋼兆豐28購01","","1.38"
"031670","友達康和28購01","0.87","0.96"
"031671","世芯康和26購01","","1.09"
"031673","中興電永豐27購01","1.31","1.43"
"031674","為升永豐27購01","","1.55"
"031675","台積電永豐27購05","","1.03"
"031676","美食永豐27購02","0.81","0.82"
"031678","東哥永豐26購01","1.44","1.33"
"031679","東哥永豐27購01","1.65","1.57"
"03167P","長榮凱基24售08","2.06","2.54"
"031680","寶成永豐26購01","1.33","1.30"
"031681","美指2X國票26購02","0.86","0.86"
"031682","鴻海國票27購02","0.69","0.73"
"031683","陽明國票27購02","1.82","1.73"
"031684","臺企銀國票27購01","0.78","0.77"
"031685","群創國票28購01","0.50","0.56"
"031686","世芯國票28購01","","1.25"
"031687","立積國票26購03","","0.75"
"03168P","長榮凱基24售09","0.66","0.98"
"031690","中興電群益26購01","","2.25"
"031692","華新群益26購05","","2.96"
"031693","飛宏群益26購03","0.92","0.84"
"031694","宏達電群益28購04","","1.01"
"031695","華航群益26購01","1.24","1.30"
"031696","長榮航群益26購06","1.27","1.34"
"031697","貿聯群益26購01","1.37","1.69"
"03169P","陽明凱基23售07","1.49","1.66"
"031700","富邦媒群益26購01","","1.82"
"031701","東哥群益26購01","3.17","2.93"
"031702","漢翔元富26購01","","1.00"
"031703","漢翔元富29購01","","1.28"
"031704","華擎元富26購01","","2.09"
"031705","東哥元富26購01","1.62","1.56"
"031706","台灣50麥證26購06","0.62","0.65"
"031708","鴻海麥證27購02","1.45","1.46"
"031709","台積電麥證26購10","2.65","2.98"
"03170P","嘉澤凱基23售04","0.35","0.37"
"031710","台積電麥證26購11","2.39","2.52"
"031711","聯合再麥證26購01","1.46","1.53"
"031712","合勤控麥證26購01","1.33","1.45"
"031713","東哥麥證26購01","1.73","1.65"
"031714","A50正2元大27購02","1.20","1.20"
"031715","和大元大26購02","","1.71"
"031716","華新元大2A購09","1.93","2.04"
"031717","華新元大2B購05","1.98","2.07"
"031718","華新元大2C購05","1.84","1.95"
"031719","裕隆元大2C購01","","2.34"
"03171P","臺股指凱基26售19","1.80","1.66"
"031720","漢翔元大26購01","1.18","1.28"
"031721","漢翔元大2A購01","","1.40"
"031722","漢翔元大2B購01","1.42","1.52"
"031723","王品元大26購02","","1.14"
"031724","玉晶光元大26購04","1.53","1.59"
"031725","啟碁元大2C購01","1.35","1.50"
"031726","元晶元大26購02","","1.35"
"031728","晶心科元大26購07","1.56","1.57"
"031729","矽創元大26購01","","1.29"
"03172P","臺股指凱基26售20","3.27","2.93"
"031731","富鼎元大26購03","","0.58"
"031732","東哥元大26購01","1.54","1.44"
"031733","東哥元大26購02","1.61","1.49"
"031734","東哥元大2A購01","1.62","1.52"
"031735","廣宇中信26購01","0.57","0.58"
"031736","光罩中信27購01","","0.90"
"031737","強茂中信26購01","1.24","1.36"
"031738","嘉澤中信27購01","0.94","1.25"
"031739","鴻海國泰28購01","0.72","0.77"
"03173P","臺股指凱基26售21","2.66","2.35"
"031740","鴻海國泰28購02","0.63","0.63"
"031741","美食國泰28購01","1.37","1.40"
"031742","中石化富邦28購01","","0.73"
"031743","宏達電富邦28購02","","0.58"
"031744","裕民富邦28購01","1.04","1.19"
"031745","世紀鋼富邦28購01","","0.77"
"031747","創意兆豐28購01","1.50","1.48"
"031748","華新台新26購01","1.06","1.06"
"03174P","長榮統一24售07","0.55","0.70"
"031751","廣宇凱基27購01","1.29","1.33"
"031752","華邦電凱基26購02","1.50","1.53"
"031753","技嘉凱基27購03","0.89","1.09"
"031754","長榮凱基26購06","2.68","2.38"
"031755","漢翔凱基27購01","0.95","1.05"
"031756","聯詠凱基26購04","1.93","1.89"
"031757","聯詠凱基2A購01","1.52","1.44"
"031759","和碩凱基26購01","1.62","1.77"
"03175P","長榮統一24售08","0.56","0.68"
"031760","矽力凱基26購01","2.10","2.46"
"031761","力智凱基28購02","","0.94"
"031762","東哥凱基26購01","1.84","1.72"
"031763","東哥凱基27購01","1.58","1.50"
"031764","東哥凱基28購01","2.44","2.32"
"031767","康舒永豐27購01","1.22","1.27"
"031769","FBNQ2X群益26購02","1.14","1.28"
"03176P","長榮元富23售12","","0.45"
"031770","華新群益26購06","1.32","1.41"
"031771","鴻海群益26購03","0.63","0.63"
"031773","瑞昱群益26購02","1.68","1.68"
"031774","怡利電群益26購01","","1.34"
"031776","智原群益26購05","","2.20"
"031777","台勝科群益26購01","1.29","1.35"
"031779","樺漢群益26購01","0.86","1.03"
"03177P","長榮凱基25售19","1.25","1.49"
"031780","南亞中信26購01","0.76","0.85"
"031781","中華中信26購01","0.61","0.77"
"031782","臻鼎中信28購01","","0.44"
"031784","SGBR2X國泰28購01","1.76","1.76"
"031785","華新國泰28購02","1.82","1.93"
"031786","台積電國泰28購03","2.46","2.45"
"031787","怡利電國泰28購01","1.81","1.81"
"031788","智原國泰28購01","","1.73"
"031789","穎崴國泰28購01","1.27","1.39"
"03178P","創意凱基26售01","1.22","1.35"
"031790","東哥國泰28購01","1.50","1.42"
"031792","智邦富邦26購01","1.05","1.10"
"031793","聯發科富邦29購01","","0.83"
"031794","漢翔富邦27購02","","0.95"
"031795","慧洋富邦28購01","1.17","1.29"
"031796","創意富邦28購01","0.85","0.80"
"031797","天鈺富邦28購01","0.80","0.82"
"031798","東哥富邦26購01","0.67","0.62"
"031799","華城台新26購01","1.09","1.22"
"03179P","T50正2群益27售03","2.84","2.76"
"031800","陽明康和26購02","1.42","1.43"
"031801","長榮航康和26購02","1.01","1.05"
"031802","新唐康和26購02","0.76","0.82"
"031804","神隆國票27購01","2.07","2.07"
"031809","國泰金國票28購01","0.85","0.84"
"031812","聯茂國票27購01","","2.39"
"031813","矽力國票27購01","","3.27"
"031817","臺股指國票27購04","0.63","0.68"
"031818","臺股指國票27購05","0.73","0.74"
"031819","臺股指國票28購01","0.57","0.63"
"03181P","大立光群益25售16","","0.67"
"031820","道瓊指元大2A購01","0.54","0.54"
"031822","中石化元大26購01","","0.73"
"031823","華新元大2C購06","0.67","0.70"
"031824","上銀元大26購01","","1.35"
"031825","三陽元大26購03","1.31","1.31"
"031827","漢唐元大26購01","1.41","1.33"
"031828","飛宏元大26購03","1.23","1.16"
"031829","義隆元大26購01","1.68","1.74"
"03182P","長榮元富26售03","1.48","1.68"
"031830","漢翔元大2A購02","","1.59"
"031831","漢翔元大2B購02","1.87","1.98"
"031832","漢翔元大2C購01","","1.48"
"031833","慧洋元大26購03","1.87","2.00"
"031835","國泰金元大26購03","","0.72"
"031836","聯詠元大26購04","1.77","1.81"
"031837","世芯元大2C購01","1.51","1.50"
"031838","拓凱元大26購01","0.89","0.97"
"031839","穎崴元大26購01","","1.03"
"03183P","華擎元富23售03","0.21","0.33"
"031841","富鼎元大26購04","0.72","0.71"
"031842","寶成元大26購01","1.66","1.66"
"031846","聯電兆豐28購01","1.22","1.22"
"031847","友達兆豐28購02","0.84","0.88"
"031848","聯發科兆豐28購01","","1.08"
"031849","智易兆豐29購01","0.81","0.82"
"03184P","台積電群益23售21","0.51","0.53"
"031855","中興電凱基27購04","","1.58"
"031857","鴻海凱基2A購03","0.73","0.73"
"031858","宏達電凱基26購08","1.13","1.24"
"03185P","創意群益23售09","","0.23"
"031860","聯詠凱基26購05","1.66","1.64"
"031861","創意凱基26購03","1.38","1.30"
"031864","矽創凱基26購02","1.32","1.35"
"031865","神隆永豐27購01","1.12","1.12"
"031866","強茂永豐27購01","","1.37"
"031869","聯電第一29購03","","0.81"
"03186P","世芯群益23售06","0.83","0.93"
"031872","漢唐中信27購01","0.78","0.74"
"031873","聯發科中信26購02","0.80","0.81"
"031874","聯發科中信27購04","","0.89"
"031875","同欣電中信26購01","0.66","0.77"
"031876","威盛國泰28購02","2.19","2.25"
"031878","T50正2富邦26購03","","0.60"
"031879","中興電富邦28購01","1.77","1.89"
"03187P","晶碩群益25售01","","0.94"
"031881","鴻海凱基27購04","0.80","0.80"
"031882","瑞昱凱基26購02","1.35","1.37"
"031883","威盛凱基26購06","1.07","1.12"
"031884","長榮凱基2A購02","2.33","2.22"
"031885","裕民凱基26購01","1.67","1.99"
"031886","長榮航凱基29購02","","2.34"
"031887","漢翔凱基2A購01","","1.69"
"031888","慧洋凱基26購01","1.64","2.02"
"03188P","香港2X國票25售01","0.98","1.03"
"031890","京鼎凱基26購01","1.08","1.12"
"031891","碩天凱基26購02","0.99","1.02"
"031892","材料凱基27購02","1.23","1.30"
"031893","上品凱基26購01","","0.98"
"031895","聯茂凱基26購01","1.24","1.33"
"031896","志強凱基27購01","","0.54"
"031897","臺股指凱基29購19","","2.63"
"031898","臺股指凱基29購20","","2.15"
"031899","臺股指凱基29購21","","1.75"
"031900","臺股指凱基29購22","","1.83"
"031901","滬深2X元富26購03","0.99","1.01"
"031903","聯發科元富27購05","1.36","1.35"
"031904","晶華元富26購02","1.15","1.13"
"031905","晶華元富2A購01","1.32","1.28"
"031907","敦泰元富27購02","1.76","1.95"
"031908","上品元富28購01","0.54","0.58"
"031910","上品元富28購03","1.18","1.27"
"031911","晶華麥證26購02","1.64","1.64"
"031912","兆豐金麥證26購01","1.56","1.56"
"031913","玉晶光麥證26購02","","1.22"
"031915","臺股指麥證27購07","","2.13"
"031916","元金2X群益28購01","0.94","0.91"
"031917","聯電群益26購06","1.37","1.44"
"031918","晶華群益26購02","1.11","1.11"
"031919","美食群益26購02","","1.60"
"03191P","長榮航國票24售05","1.35","1.43"
"031921","威強電群益26購02","0.94","0.96"
"031922","貿聯群益26購02","1.09","1.27"
"031924","臺股指群益2B購01","","2.40"
"031925","臺股指群益2B購02","","3.34"
"031926","臺股指群益2B購03","2.42","2.65"
"031928","台灣50元大28購08","","1.36"
"03192P","健和興國票23售04","","1.27"
"031934","中興電元大26購04","1.48","1.70"
"031935","華新元大2C購07","5.05","5.32"
"031939","華通元大2B購01","1.83","1.83"
"03193P","貿聯國票23售06","","1.26"
"031941","廣宇元大26購03","1.34","1.36"
"031943","順德元大26購02","","1.24"
"031944","佳世達元大26購02","1.20","1.20"
"031945","技嘉元大26購01","","1.01"
"031948","興富發元大26購02","0.55","0.55"
"031949","漢翔元大26購02","","1.95"
"03194P","金像電元富23售03","","0.57"
"031951","八方元大29購01","","0.71"
"031952","玉山金元大26購01","0.73","0.78"
"031953","玉晶光元大26購06","1.04","1.09"
"031954","聯合再元大26購01","1.42","1.42"
"031955","合勤控元大26購01","1.00","1.05"
"031957","上品元大26購01","","1.00"
